# annotated epochs from DB sc3marsop, datetime: 2020-12-16T14:23:03Z
"2019-01-28T10:05:45Z","2019-01-28T10:06:08Z","ss_v1","","DUST DEVIL","SS,TK"
"2019-01-28T10:54:32Z","2019-01-28T10:55:14Z","ss_v1","","GLITCH SP1","SS,TK"
"2019-01-28T13:44:13Z","2019-01-28T13:44:21Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#LANDER_SIGNAL","Pinning Mass Adjustment -pull1","JC"
"2019-01-28T13:47:34Z","2019-01-28T13:47:42Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#LANDER_SIGNAL","Pinning Mass Adjustment - pull 2","JC"
"2019-01-28T13:51:04Z","2019-01-28T13:51:14Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#LANDER_SIGNAL","Pinning Mass Adjustment - pull3","JC"
"2019-01-28T13:54:47Z","2019-01-28T13:54:56Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#LANDER_SIGNAL","Pinning Mass Adjustment - release","JC"
"2019-01-29T11:42:51Z","2019-01-29T11:43:01Z","","","",""
"2019-01-29T12:15:37Z","2019-01-29T12:15:44Z","","","",""
"2019-01-29T14:24:48Z","2019-01-29T14:24:58Z","","","",""
"2019-01-29T14:48:47Z","2019-01-29T14:49:07Z","","","",""
"2019-01-29T18:04:31Z","2019-01-29T18:04:35Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","Donk","JC"
"2019-01-29T18:04:58Z","2019-01-29T18:05:05Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","Donk","JC"
"2019-01-29T18:06:48Z","2019-01-29T18:06:52Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","Donk","JC"
"2019-01-29T18:07:59Z","2019-01-29T18:08:00Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","Donk","JC"
"2019-01-29T20:40:45Z","2019-01-29T20:44:03Z","marslocgui@sc3mars-op","","","Heater on"
"2019-01-29T20:52:45Z","2019-01-29T21:18:23Z","marslocgui@sc3mars-op","","","Heater ramp"
"2019-01-29T21:30:23Z","2019-01-29T21:31:13Z","marslocgui@sc3mars-op","","","Heater glitch"
"2019-02-01T13:16:24Z","2019-02-01T13:17:45Z","jc","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","3.6Pa","JC"
"2019-02-01T14:51:57Z","2019-02-01T14:52:05Z","jc","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 8.3Pa","JC"
"2019-02-01T15:09:37Z","2019-02-01T15:09:55Z","ahorleston","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","13.BDO 0.3Pa","AH"
"2019-02-01T16:02:29Z","2019-02-01T16:02:38Z","ahorleston","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","13.BDO 0.5Pa","AH"
"2019-02-01T16:47:40Z","2019-02-01T16:48:06Z","ahorleston","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","03.BDO 1.7PA","AH"
"2019-02-02T21:43:33Z","2019-02-02T21:43:38Z","j2c","","Donk - giant","JC"
"2019-02-02T21:49:33Z","2019-02-02T21:49:34Z","j2c","","Donk","JC"
"2019-02-03T19:40:57Z","2019-02-03T19:41:37Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#LANDER_SIGNAL","high frequency signal","JC no signal on Pressure."
"2019-02-03T19:42:08Z","","","","",""
"2019-02-03T19:43:09Z","2019-02-03T19:43:14Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","Donk","JC"
"2019-02-03T22:00:17Z","2019-02-03T22:00:19Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","Donk","JC"
"2019-02-03T22:00:58Z","2019-02-03T22:01:02Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","Donk","JC"
"2019-02-03T22:03:03Z","2019-02-03T22:03:07Z","j2c","","DONK!","JC"
"2019-02-05T18:33:04Z","2019-02-05T18:33:48Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","67.MHU 1.2E-7; 67.MHV 1.6E-7","JC 02.MDO drop starts ~1min earlier; 67.MHW is delayed ~2mins"
"2019-02-06T17:34:34Z","2019-02-06T17:36:07Z","j2c","","","JC"
"2019-02-06T17:42:12Z","2019-02-06T17:44:15Z","j2c","","","JC"
"2019-02-06T18:01:31Z","2019-02-06T18:01:44Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_SPIKE","","JC"
"2019-02-06T19:01:39Z","2019-02-06T19:02:13Z","j2c","","","JC"
"2019-02-06T19:09:59Z","2019-02-06T19:10:18Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","","JC"
"2019-02-07T00:24:12Z","2019-02-07T00:25:59Z","j2c","","07.MLU 1.8E-6","JC"
"2019-02-07T04:02:40Z","2019-02-07T04:03:52Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","VBB spike all 3 components 5e-8","JC BAZ ~300. No pressure, below SP resolution"
"2019-02-07T04:03:06Z","2019-02-07T04:03:52Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_FLUCTUATION_HF_WEATHER","07.ML 4E-8 on W,V,U","JC (possible daily pressure change?) Barely visible on SP, clear also on VBB LM"
"2019-02-07T04:47:23Z","2019-02-07T04:47:27Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#DONKS","65.EHUVW 4.3e-6","GM"
"2019-02-07T05:34:42Z","2019-02-07T05:34:45Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#DONKS","65.EHUVW 1.2e-6","GM"
"2019-02-07T14:10:17Z","2019-02-07T14:10:27Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.8Pa","JC

+ added GM"
"2019-02-07T14:54:17Z","2019-02-07T14:54:28Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","","JC"
"2019-02-07T15:06:30Z","2019-02-07T15:06:35Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.1Pa","GM"
"2019-02-07T16:32:30Z","2019-02-07T16:33:09Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","","JC"
"2019-02-07T17:08:05Z","","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.3Pa","GM"
"2019-02-07T17:25:39Z","2019-02-07T17:25:47Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.13Pa","GM rqpid overview of this sol<<"
"2019-02-07T18:08:44Z","2019-02-07T18:08:48Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.25Pa","GM"
"2019-02-07T19:57:16Z","2019-02-07T19:58:07Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","","JC"
"2019-02-07T20:21:04Z","2019-02-07T20:21:08Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.2Pa","GM"
"2019-02-07T20:45:24Z","2019-02-07T20:46:24Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","","JC"
"2019-02-08T00:16:29Z","2019-02-08T00:17:17Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_SINGLE_COMPONENT","VBB MLU 1.5E-6","JC Huge VBB spike, not visible on any other component."
"2019-02-08T09:03:18Z","2019-02-08T09:03:36Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.11Pa","GM"
"2019-02-08T14:56:14Z","2019-02-08T14:56:37Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 1.08Pa","JC"
"2019-02-08T15:29:19Z","2019-02-08T15:29:40Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.25","GM"
"2019-02-08T15:36:23Z","2019-02-08T15:36:31Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.83","GM"
"2019-02-08T16:07:48Z","2019-02-08T16:08:10Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.15","GM"
"2019-02-08T16:08:26Z","2019-02-08T16:08:54Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.65Pa","GM"
"2019-02-08T16:25:30Z","2019-02-08T16:26:00Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.37Pa","GM"
"2019-02-08T16:29:14Z","2019-02-08T16:29:25Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.39Pa","GM"
"2019-02-08T16:44:53Z","2019-02-08T16:45:19Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.14Pa","GM"
"2019-02-08T16:52:48Z","2019-02-08T16:52:56Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.1Pa","GM"
"2019-02-08T16:54:47Z","2019-02-08T16:55:00Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.21Pa","GM"
"2019-02-08T17:53:36Z","2019-02-08T17:54:24Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.23Pa","GM"
"2019-02-08T18:13:28Z","2019-02-08T18:13:33Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","Donk 65.EH 2E-6","JC"
"2019-02-08T18:13:58Z","2019-02-08T18:14:03Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","Long Period Donk 3E-6","JC Very large. Only on SP. But includes energy on SP 10/2sps. Also and unusually, a signal on 33.VFA (ESTA Mag)"
"2019-02-08T18:39:30Z","2019-02-08T18:40:10Z","sc","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 2.9Pa VBB MLN 3.1E-7","SC: Dust devil."
"2019-02-08T18:54:34Z","2019-02-08T18:55:43Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.46Pa","GM"
"2019-02-08T19:17:07Z","2019-02-08T19:17:11Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.17Pa","GM"
"2019-02-08T19:20:40Z","2019-02-08T19:20:48Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.34Pa","GM"
"2019-02-08T19:32:47Z","2019-02-08T19:33:50Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.37Pa","GM"
"2019-02-08T19:51:49Z","2019-02-08T19:57:21Z","j2c","","","JC"
"2019-02-08T19:52:43Z","2019-02-08T19:53:28Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","","JC"
"2019-02-08T19:54:44Z","2019-02-08T19:55:16Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","","JC"
"2019-02-08T20:16:58Z","2019-02-08T20:17:10Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.14Pa","GM"
"2019-02-08T20:19:23Z","2019-02-08T20:19:33Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.11Pa","GM couple of PD"
"2019-02-08T20:19:46Z","2019-02-08T20:24:05Z","j2c","","","JC HF noise, correlates with pressure"
"2019-02-09T06:38:40Z","2019-02-09T06:39:14Z","j2c","","","JC large tug towards tether on VBB"
"2019-02-09T08:01:43Z","2019-02-09T08:02:20Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_SINGLE_COMPONENT","67.MHU 2.4e-7","GM"
"2019-02-09T14:01:10Z","2019-02-09T14:02:15Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","67.MHV 1.44e-6","JC Last time heater off for a long time!
GM"
"2019-02-09T16:14:31Z","2019-02-09T16:16:14Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.17Pa","GM"
"2019-02-09T17:44:17Z","2019-02-09T17:47:34Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_FLUCTUATION_HF_WEATHER","","JC HF spikes in VBB, coincident with pressure changes"
"2019-02-09T18:07:43Z","2019-02-09T18:07:52Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.13Pa","GM"
"2019-02-09T18:17:47Z","2019-02-09T18:17:58Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","","JC"
"2019-02-09T18:18:30Z","2019-02-09T18:18:58Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","67.MHVW 2.7e-7 02.MHUVW 1.2e-7","GM"
"2019-02-09T18:18:30Z","2019-02-09T18:19:08Z","j2c","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","","JC"
"2019-02-09T18:28:05Z","2019-02-09T18:28:20Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.22Pa","GM"
"2019-02-09T18:40:00Z","2019-02-09T18:40:07Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.18Pa","GM"
"2019-02-09T18:45:03Z","2019-02-09T18:45:17Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_SINGLE_COMPONENT","67.MHU 1.52e-7","GM"
"2019-02-09T18:55:08Z","2019-02-09T18:55:21Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.14Pa","GM"
"2019-02-09T19:01:02Z","2019-02-09T19:01:12Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.22Pa","GM"
"2019-02-09T19:23:57Z","2019-02-09T19:24:50Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.26Pa","GM"
"2019-02-09T20:01:06Z","2019-02-09T20:02:06Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.16Pa","GM"
"2019-02-09T20:10:59Z","2019-02-09T20:11:28Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.20Pa","GM"
"2019-02-09T20:18:49Z","2019-02-09T20:19:12Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.15 Pa","GM"
"2019-02-09T20:23:10Z","2019-02-09T20:23:50Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.26Pa","GM"
"2019-02-09T20:33:54Z","2019-02-09T20:34:43Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.23Pa","GM"
"2019-02-09T20:39:24Z","2019-02-09T20:40:13Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.16Pa","GM"
"2019-02-09T21:52:32Z","2019-02-09T21:52:37Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.12Pa","GM"
"2019-02-09T22:04:47Z","2019-02-09T22:04:53Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.12Pa","GM"
"2019-02-09T22:44:34Z","2019-02-09T22:44:39Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#PRESSURE_DROP_DUST_DEVIL","02.MDO 0.12Pa","GM"
"2019-02-10T04:41:04Z","2019-02-10T04:41:35Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_SINGLE_COMPONENT","67.MHU 1.14e-7","GM"
"2019-02-10T08:16:00Z","2019-02-10T08:16:42Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_SINGLE_COMPONENT","67.MHU 1.3e-7","GM"
"2019-02-10T09:13:33Z","2019-02-10T09:14:30Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#TEMPERATURE_GLITCH","67.MH 2.4e-6","GM"
"2019-02-10T09:51:52Z","2019-02-10T09:52:15Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","67.MHU 1.7e-7","GM"
"2019-02-10T09:57:41Z","2019-02-10T09:58:03Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_SINGLE_COMPONENT","67.MHU 1.5e-7","GM"
"2019-02-10T10:17:25Z","2019-02-10T10:17:59Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_SINGLE_COMPONENT","67.MHU 1.5e-7","GM"
"2019-02-10T10:50:49Z","2019-02-10T10:51:36Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_SINGLE_COMPONENT","67.MHU 1.6e-7","GM"
"2019-02-10T11:08:37Z","2019-02-10T11:08:56Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","02.MH 1.5e-7","GM"
"2019-02-10T11:11:28Z","2019-02-10T11:11:53Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_SINGLE_COMPONENT","67.MH 1.5e-7","GM"
"2019-02-10T12:16:16Z","2019-02-10T12:20:38Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_SINGLE_COMPONENT","67.MHU 5.3e-7","GM 3 glitchs"
"2019-02-10T12:33:22Z","2019-02-10T12:33:45Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_SINGLE_COMPONENT","67.MHU 1.6e-7","GM"
"2019-02-10T12:48:59Z","2019-02-10T12:49:24Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_SINGLE_COMPONENT","67.MUW 1.4e-7","GM"
"2019-02-10T13:02:51Z","2019-02-10T13:03:12Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","02.MH 2.1e-7","GM"
"2019-02-10T13:20:22Z","2019-02-10T13:21:38Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_SINGLE_COMPONENT","67.MH 2e-7","GM 2 one-sided pusle single com"
"2019-02-10T13:49:23Z","2019-02-10T13:49:42Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_MULTIPLE_COMPONENTS","02.MHW 1.7e-6","GM"
"2019-02-10T14:00:35Z","2019-02-10T14:00:59Z","gorhand","http://quakeml.org/vocab/marsquake/1.0/MarsEpochType#ONE-SIDED_PULSE_SINGLE_COMPONENT","67.MHU 2.5e-7","GM"
